date,Open,Close,Average,High,Low,Volume,NextOpen
4/11/2022 14:30,166.6600037,166.1300049,166.4925041,167.1300049,166.0500031,7685123,166.1199951
4/11/2022 15:30,166.1199951,165.7799988,165.9174995,166.2700043,165.5,10453607,168.0200043
4/12/2022 9:30,168.0200043,169.5749969,168.6012497,169.8699951,166.9400024,22000268,169.5850067
4/12/2022 10:30,169.5850067,169.0800018,169.0400047,169.6750031,167.8200073,9766239,169.0800018
4/12/2022 11:30,169.0800018,167.8600006,168.5224991,169.375,167.7749939,7555048,167.8500061
4/12/2022 12:30,167.8500061,168.1100006,168.0350037,168.5700073,167.6100006,7661223,168.1054993
4/12/2022 13:30,168.1054993,166.9308014,167.5190735,168.3099976,166.7299957,7461894,166.9400024
4/12/2022 14:30,166.9400024,167.1100006,167.1100006,167.75,166.6399994,9478627,167.1150055
4/12/2022 15:30,167.1150055,167.6399994,167.4550018,168.0950012,166.9700012,8990383,167.5099945
4/13/2022 9:30,167.5099945,168.6900024,167.9912491,168.8999939,166.8650055,15711444,168.6999969
4/13/2022 10:30,168.6999969,169.6900024,169.1687508,170,168.2850037,9751613,169.6999969
4/13/2022 11:30,169.6999969,170.440094,170.1850471,171,169.6000977,10069224,170.4499969
4/13/2022 12:30,170.4499969,170.5599976,170.5724983,171,170.2799988,6851724,170.5700073
4/13/2022 13:30,170.5700073,170.2799988,170.3484001,170.5935974,169.9499969,6078766,170.2799988
4/13/2022 14:30,170.2799988,170.8000031,170.5062523,170.8300018,170.1150055,7127224,170.8041992
4/13/2022 15:30,170.8041992,170.3999939,170.6310463,171.0399933,170.2799988,8185622,170.6199951
4/14/2022 9:30,170.6199951,168.4700012,169.6124992,171.2700043,168.0899963,17542629,168.4716949
4/14/2022 10:30,168.4716949,168.25,168.2579231,168.7200012,167.5899963,7921266,168.2649994
4/14/2022 11:30,168.2649994,166.9600067,167.6087532,168.3500061,166.8600006,7232209,166.9649963
4/14/2022 12:30,166.9649963,166.5599976,166.7874985,167.0700073,166.5549927,5905515,166.5700073
4/14/2022 13:30,166.5700073,166.6692963,166.769825,167.3899994,166.4499969,6752274,166.6799927
4/14/2022 14:30,166.6799927,165.8650055,166.2640495,166.7911072,165.7200928,8547560,165.8049927
4/14/2022 15:30,165.8049927,165.2799988,165.5287476,165.9900055,165.0399933,10069979,163.9199982
4/18/2022 9:30,163.9199982,166.1499939,164.9988747,166.3554993,163.5700073,18871900,166.1499939
4/18/2022 10:30,166.1499939,164.6300049,165.4720993,166.5984039,164.5099945,8329834,164.6199951
4/18/2022 11:30,164.6199951,163.7501984,164.2263756,164.8453064,163.6900024,9703100,163.75
4/18/2022 12:30,163.75,164.5050049,164.1181488,164.5175934,163.6999969,5517483,164.5
4/18/2022 13:30,164.5,165.4700012,165.0573769,165.8296051,164.4299011,7210427,165.4649963
4/18/2022 14:30,165.4649963,164.8200073,165.1862259,165.6699066,164.7899933,5293788,164.8099976
4/18/2022 15:30,164.8099976,165.1100006,164.7549973,165.1199951,163.9799957,6174842,165.0200043
4/19/2022 9:30,165.0200043,166.2749939,165.4287491,166.5099945,163.9100037,16038993,166.2700043
4/19/2022 10:30,166.2700043,167.2299957,166.7900009,167.4400024,166.2200012,8731307,167.2350006
4/19/2022 11:30,167.2350006,166.5,166.9162483,167.4499969,166.4799957,5895181,166.4900055
4/19/2022 12:30,166.4900055,166.1266937,166.3541718,166.6799927,166.1199951,4398224,166.1300049
4/19/2022 13:30,166.1300049,166.3699951,166.2512474,166.6499939,165.8549957,5800651,166.3699951
4/19/2022 14:30,166.3699951,167.4900055,166.9067497,167.6170044,166.1499939,6694082,167.4949951
4/19/2022 15:30,167.4949951,167.4600067,167.4300041,167.8200073,166.9450073,9254646,168.7599945
4/20/2022 9:30,168.7599945,168.0800018,168.0574989,168.8800049,166.5099945,16742428,168.0899963
4/20/2022 10:30,168.0899963,166.7899933,167.4649963,168.3999939,166.5800018,8702097,166.8000031
4/20/2022 11:30,166.8000031,166.4842072,166.667305,167.2850037,166.1000061,6526300,166.4806976
4/20/2022 12:30,166.4806976,167.4349976,166.9789238,167.5899963,166.4100037,6117410,167.4100037
4/20/2022 13:30,167.4100037,167.1300049,167.4250031,168.0800018,167.0800018,5995996,167.1399994
4/20/2022 14:30,167.1399994,167.4250031,167.1537514,167.6000061,166.4499969,7364081,167.4199982
4/20/2022 15:30,167.4199982,167.2299957,167.3999977,167.9400024,167.0099945,9461741,168.9100037
4/21/2022 9:30,168.9100037,170.6950073,169.7300034,170.8699951,168.4450073,20751986,170.6999969
4/21/2022 10:30,170.6999969,171.1900024,170.8899994,171.5299988,170.1399994,12087541,171.1849976
4/21/2022 11:30,171.1849976,169.7350006,170.4637489,171.2350006,169.6999969,11067259,169.7200012
4/21/2022 12:30,169.7200012,168.9700012,169.2100029,170.1000061,168.0500031,8514886,168.9700012
4/21/2022 13:30,168.9700012,167.4049988,168.1687469,169.1799927,167.1199951,7774428,167.3899994
4/21/2022 14:30,167.3899994,166.7200012,167.0140266,168.0361023,165.9100037,10453824,166.6999969
4/21/2022 15:30,166.6999969,166.3500061,166.5462494,167.1349945,166,8924542,166.4600067
4/22/2022 9:30,166.4600067,165.4799957,166.2549515,167.839798,165.2400055,18605380,165.4799957
4/22/2022 10:30,165.4799957,165.9299927,165.842495,166.5599976,165.3999939,9095254,165.9288025
4/22/2022 11:30,165.9288025,164.6313019,165.1875267,166.0500031,164.1399994,8058728,164.6300049
4/22/2022 12:30,164.6300049,164.0700073,164.5087547,165.3350067,164,6983622,164.0700073
4/22/2022 13:30,164.0700073,163.4756012,163.7814026,164.2700043,163.3099976,7195576,163.4600067
4/22/2022 14:30,163.4600067,163.1499939,163.2112503,163.6849976,162.5500031,10316588,163.1300049
4/22/2022 15:30,163.1300049,161.8300018,162.6550026,164.1600037,161.5,12876649,161.1199951
4/25/2022 9:30,161.1199951,160.8999939,160.5699959,161.2599945,159,26195475,160.9100037
4/25/2022 10:30,160.9100037,159.6199951,160.2024994,161.7799988,158.5,11098778,159.6300049
4/25/2022 11:30,159.6300049,159.7080994,159.5295296,160.3200073,158.4600067,11217903,159.7149963
4/25/2022 12:30,159.7149963,160.1199951,159.9162483,160.5599976,159.2700043,8245631,160.1300049
4/25/2022 13:30,160.1300049,161.0108948,160.4177246,161.1199951,159.4100037,8528180,161.0200043
4/25/2022 14:30,161.0200043,162.2100067,161.4984779,162.3099976,160.4539032,11391737,162.1900024
4/25/2022 15:30,162.1900024,162.8500061,162.5625,163.1699982,162.0399933,10166835,162.25
4/26/2022 9:30,162.25,159.5800018,160.8624992,162.3399963,159.2799988,19677795,159.5800018
4/26/2022 10:30,159.5800018,159.0299988,159.1549988,159.7299957,158.2799988,12145064,159.0299988
4/26/2022 11:30,159.0299988,159.4499969,159.0499992,159.6499939,158.0700073,9686135,159.4299927
4/26/2022 12:30,159.4299927,158.4649963,159.0362473,159.9199982,158.3300018,7515197,158.4600067
4/26/2022 13:30,158.4600067,158.7400055,158.6275024,159.1399994,158.1699982,7827251,158.7299957
4/26/2022 14:30,158.7299957,157.3500061,158.0612488,159.1399994,157.0249939,12238238,157.3450012
4/26/2022 15:30,157.3450012,156.7200012,157.1712494,157.8999939,156.7200012,13557644,155.9100037
4/27/2022 9:30,155.9100037,155.7200012,156.5048294,158.929306,155.4600067,19473484,155.7100067
4/27/2022 10:30,155.7100067,157.8500061,156.8375053,158.4100037,155.3800049,13309873,157.8699951
4/27/2022 11:30,157.8699951,159.5099945,158.5249977,159.7200012,157,10062710,159.5099945
4/27/2022 12:30,159.5099945,158.8899994,159.0427475,159.7899933,157.9810028,8178184,158.8899994
4/27/2022 13:30,158.8899994,157.5899963,158.2700005,159.0299988,157.5700073,6846969,157.5800018
4/27/2022 14:30,157.5800018,156.7400055,157.2000046,158.2100067,156.2700043,9146393,156.7299957
4/27/2022 15:30,156.7299957,156.4600067,156.6875,157.3899994,156.1699982,9728120,159.25
4/28/2022 9:30,159.25,159.5249939,159.7571983,161.3238068,158.9299927,29712866,159.5200043
4/28/2022 10:30,159.5200043,161.4149933,160.6437492,162.5099945,159.1300049,15373533,161.4199066
4/28/2022 11:30,161.4199066,162.2801056,161.527504,162.3399963,160.0700073,11878260,162.2899933
4/28/2022 12:30,162.2899933,163.4600067,162.8925018,163.6900024,162.1300049,11496526,163.4750061
4/28/2022 13:30,163.4750061,163.0930939,163.374527,163.9900055,162.9400024,10624158,163.1000061
4/28/2022 14:30,163.1000061,163.9199982,163.6037521,164.5149994,162.8800049,12389175,163.9299927
4/28/2022 15:30,163.9299927,164.0549927,163.6637459,164.1199951,162.5500031,13223821,161.8399963
4/29/2022 9:30,161.8399963,163.1199951,162.9874954,166.1999969,160.7899933,37282362,163.1300049
4/29/2022 10:30,163.1300049,162.0099945,162.4199982,163.3899994,161.1499939,14243909,162.0014954
4/29/2022 11:30,162.0014954,160.3907928,161.3190956,162.5708008,160.3132935,10425591,160.3899994
4/29/2022 12:30,160.3899994,160.1000061,160.2000008,160.7200012,159.5899963,9925128,160.1049957
4/29/2022 13:30,160.1049957,159.9700012,160.1012268,160.7299042,159.6000061,8618515,159.9600067
4/29/2022 14:30,159.9600067,158.75,159.3962517,160.1649933,158.7100067,12979685,158.7400055
4/29/2022 15:30,158.7400055,157.6499939,158.2162514,159.2250061,157.25,17185837,157.4299927
5/2/2022 9:30,157.4299927,156.3899994,156.6087456,158.0249939,154.5899963,31750389,156.3999939
5/2/2022 10:30,156.3999939,155.8600006,156.3824997,157.7100067,155.5599976,15271913,155.8699951
5/2/2022 11:30,155.8699951,156.1755066,155.8898735,156.5939941,154.9199982,13179216,156.1900024
5/2/2022 12:30,156.1900024,154.4371033,155.3117752,156.3699951,154.25,10809507,154.4299927
5/2/2022 13:30,154.4299927,153.8200073,154.1512489,154.8099976,153.5449982,10866544,153.8099976
5/2/2022 14:30,153.8099976,156.5301056,155.1525269,157,153.2700043,15990406,156.5299988
5/2/2022 15:30,156.5299988,157.9199982,157.2999992,158.2299957,156.5200043,14896803,158.1499939
5/3/2022 9:30,158.1499939,157.8500061,157.7425003,158.6399994,156.3300018,21271627,157.8600006
5/3/2022 10:30,157.8600006,159.3480072,158.427002,159.4900055,157.0099945,12407774,159.3498993
5/3/2022 11:30,159.3498993,159.1399994,159.2374763,159.8800049,158.5800018,11585755,159.1300049
5/3/2022 12:30,159.1300049,159.8999939,159.5200005,160.3200073,158.7299957,8532604,159.8999939
5/3/2022 13:30,159.8999939,158.9499969,159.6074982,160.7100067,158.8699951,8745251,158.940094
5/3/2022 14:30,158.940094,159.3079987,159.097023,159.9199982,158.2200012,11470115,159.2899933
5/3/2022 15:30,159.2899933,159.4799957,159.2424965,159.6600037,158.5399933,8712336,159.6699982
5/4/2022 9:30,159.6699982,160,160.1100006,161.3000031,159.4700012,21334407,159.9886932
5/4/2022 10:30,159.9886932,159.5361938,159.8587189,160.5399933,159.3699951,9393407,159.5411072
5/4/2022 11:30,159.5411072,161.4499969,160.4549484,161.5686951,159.2599945,8945651,161.4499969
5/4/2022 12:30,161.4499969,161.8699951,161.6856232,162.2100067,161.2124939,8158615,161.8699951
5/4/2022 13:30,161.8699951,162.2700043,162.2475014,163.7200012,161.1300049,13713857,162.2700043
5/4/2022 14:30,162.2700043,164.9499969,162.9724998,165.0099945,159.6600037,23620691,164.9649963
5/4/2022 15:30,164.9649963,166.1199951,165.6137466,166.4799957,164.8899994,15363091,163.8500061
5/5/2022 9:30,163.8500061,160.1699982,162.0049744,163.9898987,160.0099945,21705285,160.1600037
5/5/2022 10:30,160.1600037,159.3200073,159.6687546,160.3600006,158.8350067,16613887,159.3200073
5/5/2022 11:30,159.3200073,157.8000031,158.6225052,160.1000061,157.2700043,17279582,157.7799988
5/5/2022 12:30,157.7799988,157.5599976,157.5575027,158.3200073,156.5700073,13632306,157.5534058
5/5/2022 13:30,157.5534058,156.4750061,157.1246033,158.0200043,156.4499969,11178364,156.4700012
5/5/2022 14:30,156.4700012,155.0800018,155.9425011,157.1999969,155.0200043,14907894,155.0899963
5/5/2022 15:30,155.0899963,156.8000031,156.1049995,157.5800018,154.9499969,20760292,156.0099945
5/6/2022 9:30,156.0099945,157.7400055,156.78125,159.1649933,154.2100067,29113838,157.7449951
5/6/2022 10:30,157.7449951,159.1799927,158.248745,159.4299927,156.6399994,16983290,159.1699982
5/6/2022 11:30,159.1699982,158.4600067,158.5425034,159.2400055,157.3000031,13220827,158.4499969
5/6/2022 12:30,158.4499969,158.4700012,158.5424995,159.4400024,157.8099976,10806371,158.4799957
5/6/2022 13:30,158.4799957,156.8950043,157.6912498,158.8899994,156.5,9804491,156.8950043
5/6/2022 14:30,156.8950043,156.4799957,156.6687508,157.5,155.8000031,11978833,156.4855042
5/6/2022 15:30,156.4855042,157.2799988,157.2241249,158.6999969,156.4309998,14452268,154.9250031
5/9/2022 9:30,154.9250031,153.2100067,154.2411537,155.7595978,153.0700073,34948166,153.1999969
5/9/2022 10:30,153.1999969,152.2566986,152.9966736,154.5299988,152,18862285,152.25
5/9/2022 11:30,152.25,153.2749939,152.6462479,153.5,151.5599976,16226978,153.25
5/9/2022 12:30,153.25,153.3320007,153.1254768,153.6600037,152.259903,9805935,153.3249969
5/9/2022 13:30,153.3249969,152.1900024,152.7787476,153.5399933,152.0599976,10351380,152.1799927
5/9/2022 14:30,152.1799927,152.3800049,152.4949989,153.6100006,151.8099976,14053364,152.3699951
5/9/2022 15:30,152.3699951,152.1499939,152.1624985,152.6399994,151.4900055,14861021,155.5200043
5/10/2022 9:30,155.5200043,155.3999939,155.3797493,156.4389954,154.1600037,29850144,155.3999939
5/10/2022 10:30,155.3999939,153.7299957,154.4524994,155.5800018,153.1000061,15627101,153.7299957
5/10/2022 11:30,153.7299957,153.75,153.767498,154.5500031,153.0399933,12018877,153.7400055
5/10/2022 12:30,153.7400055,154.6470947,153.9942741,154.6600037,152.9299927,10514018,154.6564026
5/10/2022 13:30,154.6564026,155.5350037,155.3969536,156.7400055,154.6564026,13851607,155.5449982
5/10/2022 14:30,155.5449982,155.2100067,155.59375,156.6199951,155,12135801,155.2200012
5/10/2022 15:30,155.2200012,154.5299988,154.7524986,155.2299957,154.0299988,9034048,153.5
5/11/2022 9:30,153.5,153.4001007,153.3955002,155.3117981,151.3701019,26543925,153.3999939
5/11/2022 10:30,153.3999939,152.8600006,153.0774956,154.1499939,151.8999939,13138076,152.8699951
5/11/2022 11:30,152.8699951,151.5399933,152.4299965,153.8399963,151.4700012,10411478,151.5299988
5/11/2022 12:30,151.5299988,148.5599976,149.9949989,151.6000061,148.2899933,19757063,148.5650024
5/11/2022 13:30,148.5650024,147.3701019,147.8212738,148.8399963,146.5099945,21100571,147.3800049
5/11/2022 14:30,147.3800049,146.5599976,147.0675011,148.2700043,146.0599976,18787778,146.5709991
5/11/2022 15:30,146.5709991,146.5899963,146.4777489,146.9400024,145.8099976,18593585,142.7700043
5/12/2022 9:30,142.7700043,144.6900024,143.4199028,146.1280975,140.091507,57083359,144.6900024
5/12/2022 10:30,144.6900024,144.9499969,144.8724976,146.1999969,143.6499939,20401466,144.9600067
5/12/2022 11:30,144.9600067,141.7599945,143.0974503,145.0997925,140.5700073,20294045,141.7501068
5/12/2022 12:30,141.7501068,141.829895,141.8950005,142.6000061,141.3999939,12374992,141.8200073
5/12/2022 13:30,141.8200073,139.9400024,140.6900024,142,139,20573661,139.9400024
5/12/2022 14:30,139.9400024,140.9299927,140.377224,141.8388977,138.8000031,22013227,140.9100037
5/12/2022 15:30,140.9100037,142.5899963,141.7675018,142.8600006,140.7100067,18215056,144.5899963
5/13/2022 9:30,144.5899963,146.1600037,145.0974998,146.3899994,143.25,29384202,146.1649933
5/13/2022 10:30,146.1649933,147.645401,146.8000984,147.7700043,145.6199951,16004122,147.6499939
5/13/2022 11:30,147.6499939,147.4149933,147.4924965,148.1049957,146.8000031,11038528,147.4199982
5/13/2022 12:30,147.4199982,146.8249969,147.2262497,148.0599976,146.6000061,10280125,146.8300018
5/13/2022 13:30,146.8300018,145.4900055,146.0350037,147.0200043,144.8000031,11857137,145.4900055
5/13/2022 14:30,145.4900055,147.6699982,146.5830498,147.6999969,145.4721985,12633735,147.6699982
5/13/2022 15:30,147.6699982,147.1300049,147.1324997,147.8099976,145.9199982,12361903,145.3500061
5/16/2022 9:30,145.3500061,146.5,145.7525024,146.6600037,144.5,21205851,146.5
5/16/2022 10:30,146.5,145.0200043,145.5625,146.5500031,144.1799927,10739007,145.0274048
5/16/2022 11:30,145.0274048,145.7301025,145.6218758,146.9400024,144.7899933,10823039,145.7400055
5/16/2022 12:30,145.7400055,146.5899963,146.0475006,146.7100067,145.1499939,7411354,146.5749969
5/16/2022 13:30,146.5749969,147.2386932,146.7738228,147.25,146.031601,8120004,147.2400055
5/16/2022 14:30,147.2400055,146.0599976,146.6624756,147.5198975,145.8300018,9681422,146.0700073
5/16/2022 15:30,146.0700073,145.5399933,145.6949997,146.1699982,145,8648847,148.8600006
5/17/2022 9:30,148.8600006,147.3399963,148.1175003,149.1999969,147.0700073,18396970,147.3399963
5/17/2022 10:30,147.3399963,147.8000031,147.4124985,147.8300018,146.6799927,8896748,147.8000946
5/17/2022 11:30,147.8000946,148.0599976,148.0000229,148.6799927,147.4600067,7505523,148.0700073
5/17/2022 12:30,148.0700073,148.155899,148.079052,148.4403076,147.6499939,5569987,148.1450043
5/17/2022 13:30,148.1450043,147.9199982,148.1225739,149.125,147.300293,9843279,147.9049988
5/17/2022 14:30,147.9049988,149.5099945,148.6437492,149.7700043,147.3899994,10356109,149.5
5/17/2022 15:30,149.5,149.25,149.2924995,149.6300049,148.7899933,7927691,146.8500061
5/18/2022 9:30,146.8500061,145.5899963,146.3475266,147.3601074,145.5899963,17857603,145.6000061
5/18/2022 10:30,145.6000061,143.4490051,144.5272522,145.6900024,143.3699951,13763246,143.4349976
5/18/2022 11:30,143.4349976,142.5200043,143.0587502,144.1399994,142.1399994,12041489,142.5200043
5/18/2022 12:30,142.5200043,142.0350037,142.5462532,143.6900024,141.9400024,10160730,142.0299988
5/18/2022 13:30,142.0299988,141.1699982,141.6624985,142.3699951,141.0800018,11839356,141.1600037
5/18/2022 14:30,141.1600037,140.5599976,140.7374992,141.3300018,139.8999939,15639808,140.5700073
5/18/2022 15:30,140.5700073,140.8200073,140.7000046,141.1999969,140.2100067,14924894,139.8800049
5/19/2022 9:30,139.8800049,139.3699951,139.8997002,141.6488037,138.6999969,32491919,139.3800049
5/19/2022 10:30,139.3800049,138.4149933,138.8337479,139.6999969,137.8399963,21247441,138.4199982
5/19/2022 11:30,138.4199982,139.7599945,139.2499962,140.3999939,138.4199982,16199427,139.7658997
5/19/2022 12:30,139.7658997,137.1329956,138.4247246,139.8399963,136.9600067,15558938,137.1399994
5/19/2022 13:30,137.1399994,137.6600037,137.340004,137.9600067,136.6000061,13251189,137.6501007
5/19/2022 14:30,137.6501007,137.1399994,137.7875252,139.4100037,136.9499969,16255909,137.1399994
5/19/2022 15:30,137.1399994,137.3099976,137.2324982,137.8099976,136.6699982,12860936,139.0899963
5/20/2022 9:30,139.0899963,138.7799988,139.1674995,140.6999969,138.1000061,29236423,138.7799988
5/20/2022 10:30,138.7799988,136.9868927,137.7692261,138.9900055,136.3200073,14220076,136.9786987
5/20/2022 11:30,136.9786987,135.2899933,136.2021713,137.4199982,135.1199951,14353213,135.3000031
5/20/2022 12:30,135.3000031,132.8173065,134.0993271,135.4700012,132.8099976,20012586,132.8200073
5/20/2022 13:30,132.8200073,133.9776001,133.4644012,134.4499969,132.6100006,15364773,133.9799957
5/20/2022 14:30,133.9799957,135.4700012,134.6224518,135.4898071,133.5500031,14360515,135.4600067
5/20/2022 15:30,135.4600067,137.6199951,136.5050011,137.8899994,135.0500031,17850763,137.7899933
5/23/2022 9:30,137.7899933,140.1699982,139.1524963,141,137.6499939,30616074,140.1614075
5/23/2022 10:30,140.1614075,141.2850037,140.7840996,141.6799927,140.0099945,17164147,141.2899933
5/23/2022 11:30,141.2899933,142.5650024,142.0387459,143.2599945,141.0399933,15835175,142.5650024
5/23/2022 12:30,142.5650024,141.9499969,142.2076759,142.7949982,141.5207062,11430435,141.940094
5/23/2022 13:30,141.940094,142.4900055,142.2500229,142.8899994,141.6799927,9372320,142.4949951
5/23/2022 14:30,142.4949951,142.3999939,142.4695473,142.9199066,142.0632935,10824401,142.3959045
5/23/2022 15:30,142.3959045,143.1499939,142.6727257,143.25,141.8950043,11302120,140.8049927
5/24/2022 9:30,140.8049927,138.4799957,139.6162224,141.8498993,137.3300018,27261318,138.4900055
5/24/2022 10:30,138.4900055,138.4199982,138.3950005,138.8699951,137.8000031,13292299,138.4297943
5/24/2022 11:30,138.4297943,139.3000031,139.0124512,140.2700043,138.0500031,11538892,139.3000031
5/24/2022 12:30,139.3000031,138.5249939,138.8487473,139.4199982,138.1499939,9203340,138.5299988
5/24/2022 13:30,138.5299988,139.4700012,139.0687485,140.1100006,138.1649933,10706577,139.4600067
5/24/2022 14:30,139.4600067,139.7200928,139.5225258,140.2200012,138.6900024,12684688,139.7299957
5/24/2022 15:30,139.7299957,140.4199982,140.2001266,140.940506,139.7100067,13220290,138.4299927
5/25/2022 9:30,138.4299927,140.8500061,139.6175003,140.8500061,138.3399963,20729471,140.8500061
5/25/2022 10:30,140.8500061,140.25,140.5400009,141.3800049,139.6799927,10788187,140.2718048
5/25/2022 11:30,140.2718048,139.1750031,139.6717033,140.2799988,138.9600067,7947902,139.1600037
5/25/2022 12:30,139.1600037,139.2299957,139.1152,139.5700073,138.5007935,8289872,139.2299957
5/25/2022 13:30,139.2299957,140.4830933,139.7066498,140.5601044,138.5534058,12010439,140.4900055
5/25/2022 14:30,140.4900055,141.3786926,140.9709244,141.7850037,140.2299957,12219677,141.3800049
5/25/2022 15:30,141.3800049,140.6999969,140.8885231,141.5440979,139.9299927,10013346,137.2200012
5/26/2022 9:30,137.2200012,141.1499939,139.3212471,141.6999969,137.2149963,22601362,141.1699982
5/26/2022 10:30,141.1699982,142.5299988,141.9124985,143.1100006,140.8399963,12470241,142.5350037
5/26/2022 11:30,142.5350037,143.9842072,143.2913017,144.3359985,142.3099976,10724622,143.9850006
5/26/2022 12:30,143.9850006,143.4700012,143.7975006,144.3300018,143.4049988,7554712,143.4700012
5/26/2022 13:30,143.4700012,143.8249969,143.6837502,144.0599976,143.3800049,6994448,143.8300018
5/26/2022 14:30,143.8300018,143.1999969,143.517498,143.9799957,143.0599976,8496507,143.2100067
5/26/2022 15:30,143.2100067,143.75,143.6049995,144.3399963,143.1199951,10756563,145.3899994
5/27/2022 9:30,145.3899994,147.9109955,146.8052483,148.6600037,145.2599945,26100176,147.9299927
5/27/2022 10:30,147.9299927,148.2850037,147.9804001,148.456604,147.25,10724843,148.2949982
5/27/2022 11:30,148.2949982,148.1600037,148.3087502,148.8300018,147.9499969,9376597,148.1600037
5/27/2022 12:30,148.1600037,148.5200043,148.3550034,148.7100067,148.0299988,6074231,148.5299988
